exploratory	EP_PlotID	plant_genus	plant_species	inflorescences_qcm	survey	date
Alb	AEG25	Trifolium	Trifolium repens	10	4	8/8/2009 12:00:00 AM
Alb	AEG25	Vicia	Vicia sativa	5	2	7/30/2009 12:00:00 AM
Alb	AEG26	Asperula	Asperula cyanchica	30	2	7/29/2009 12:00:00 AM
Alb	AEG26	Betonica	Betonica officinalis	20	2	7/29/2009 12:00:00 AM
Alb	AEG26	Campanula	Campanula rotundifolia	95	1	7/26/2009 12:00:00 AM
Alb	AEG26	Campanula	Campanula rotundifolia	135	2	7/29/2009 12:00:00 AM
Alb	AEG26	Campanula	Campanula rotundifolia	280	3	8/7/2009 12:00:00 AM
Alb	AEG26	Campanula	Campanula rotundifolia	128	4	8/9/2009 12:00:00 AM
Alb	AEG26	Carlina	Carlina acaulis	10	4	8/9/2009 12:00:00 AM
Alb	AEG26	Cirsium	Cirsium acaule	40	3	8/7/2009 12:00:00 AM
Alb	AEG26	Cirsium	Cirsium acaule	90	4	8/9/2009 12:00:00 AM
Alb	AEG26	Daucus	Daucus carota	180	4	8/9/2009 12:00:00 AM
Alb	AEG26	Euphrasia	Euphrasia officinalis ssp. Rostkoviana	220	1	7/26/2009 12:00:00 AM
Alb	AEG26	Euphrasia	Euphrasia officinalis ssp. Rostkoviana	110	2	7/29/2009 12:00:00 AM
Alb	AEG26	Euphrasia	Euphrasia officinalis ssp. Rostkoviana	350	3	8/7/2009 12:00:00 AM
Alb	AEG26	Euphrasia	Euphrasia officinalis ssp. Rostkoviana	155	4	8/9/2009 12:00:00 AM
Alb	AEG26	Helianthemum	Helianthemum nummularium	15	4	8/9/2009 12:00:00 AM
Alb	AEG26	Hieracium	Hieracium pilosella	10	3	8/7/2009 12:00:00 AM
Alb	AEG26	Hypericum	Hypericum perforatum	30	1	7/26/2009 12:00:00 AM
Alb	AEG26	Hypericum	Hypericum perforatum	50	2	7/29/2009 12:00:00 AM
Alb	AEG26	Hypericum	Hypericum perforatum	50	3	8/7/2009 12:00:00 AM
Alb	AEG26	Hypericum	Hypericum perforatum	40	4	8/9/2009 12:00:00 AM
Alb	AEG26	Leontodon	Leontodon hispidus	140	1	7/26/2009 12:00:00 AM
Alb	AEG26	Leontodon	Leontodon hispidus	5	3	8/7/2009 12:00:00 AM
Alb	AEG26	Leontodon	Leontodon hispidus	10	4	8/9/2009 12:00:00 AM
Alb	AEG26	Lotus	Lotus corniculatus	270	1	7/26/2009 12:00:00 AM
Alb	AEG26	Lotus	Lotus corniculatus	310	2	7/29/2009 12:00:00 AM
Alb	AEG26	Lotus	Lotus corniculatus	260	3	8/7/2009 12:00:00 AM
Alb	AEG26	Lotus	Lotus corniculatus	100	4	8/9/2009 12:00:00 AM
Alb	AEG26	Medicago	Medicago lupulina	30	3	8/7/2009 12:00:00 AM
Alb	AEG26	Ononis	Ononis spinosa	130	1	7/26/2009 12:00:00 AM
Alb	AEG26	Ononis	Ononis spinosa	20	2	7/29/2009 12:00:00 AM
Alb	AEG26	Origanum	Origanum vulgare	10	2	7/29/2009 12:00:00 AM
Alb	AEG26	Origanum	Origanum vulgare	30	3	8/7/2009 12:00:00 AM
Alb	AEG26	Origanum	Origanum vulgare	30	4	8/9/2009 12:00:00 AM
Alb	AEG26	Pimpinella	Pimpinella saxifraga	138	1	7/26/2009 12:00:00 AM
Alb	AEG26	Pimpinella	Pimpinella saxifraga	300	2	7/29/2009 12:00:00 AM
Alb	AEG26	Pimpinella	Pimpinella saxifraga	720	3	8/7/2009 12:00:00 AM
Alb	AEG26	Pimpinella	Pimpinella saxifraga	390	4	8/9/2009 12:00:00 AM
Alb	AEG26	Plantago	Plantago major	5	2	7/29/2009 12:00:00 AM
Alb	AEG26	Plantago	Plantago major	20	3	8/7/2009 12:00:00 AM
Alb	AEG26	Plantago	Plantago major	10	4	8/9/2009 12:00:00 AM
Alb	AEG26	Plantago	Plantago media	140	1	7/26/2009 12:00:00 AM
Alb	AEG26	Plantago	Plantago media	60	2	7/29/2009 12:00:00 AM
Alb	AEG26	Plantago	Plantago media	15	3	8/7/2009 12:00:00 AM
Alb	AEG26	Plantago	Plantago media	10	4	8/9/2009 12:00:00 AM
Alb	AEG26	Prunella	Prunella vulgaris	625	1	7/26/2009 12:00:00 AM
Alb	AEG26	Prunella	Prunella vulgaris	365	2	7/29/2009 12:00:00 AM
Alb	AEG26	Prunella	Prunella vulgaris	375	3	8/7/2009 12:00:00 AM
Alb	AEG26	Prunella	Prunella vulgaris	110	4	8/9/2009 12:00:00 AM
Alb	AEG26	Rhinanthus	Rhinanthus minor	1610	1	7/26/2009 12:00:00 AM
Alb	AEG26	Rhinanthus	Rhinanthus minor	1190	2	7/29/2009 12:00:00 AM
Alb	AEG26	Rhinanthus	Rhinanthus minor	1170	3	8/7/2009 12:00:00 AM
Alb	AEG26	Rhinanthus	Rhinanthus minor	690	4	8/9/2009 12:00:00 AM
Alb	AEG26	Scabiosa	Scabiosa columbaria	270	1	7/26/2009 12:00:00 AM
Alb	AEG26	Scabiosa	Scabiosa columbaria	145	2	7/29/2009 12:00:00 AM
Alb	AEG26	Scabiosa	Scabiosa columbaria	155	3	8/7/2009 12:00:00 AM
Alb	AEG26	Scabiosa	Scabiosa columbaria	50	4	8/9/2009 12:00:00 AM
Alb	AEG26	Teucrium	Teucrium chamaedrys	20	4	8/9/2009 12:00:00 AM
Alb	AEG26	Thymus	Thymus pulegioides	355	1	7/26/2009 12:00:00 AM
Alb	AEG26	Thymus	Thymus pulegioides	250	2	7/29/2009 12:00:00 AM
Alb	AEG26	Thymus	Thymus pulegioides	130	3	8/7/2009 12:00:00 AM
Alb	AEG26	Thymus	Thymus pulegioides	100	4	8/9/2009 12:00:00 AM
Alb	AEG26	Trifolium	Trifolium pratense	845	1	7/26/2009 12:00:00 AM
Alb	AEG26	Trifolium	Trifolium pratense	380	2	7/29/2009 12:00:00 AM
Alb	AEG26	Trifolium	Trifolium pratense	285	3	8/7/2009 12:00:00 AM
Alb	AEG26	Trifolium	Trifolium pratense	95	4	8/9/2009 12:00:00 AM
Alb	AEG3	Achillea	Achillea millefolium agg.	130	1	7/28/2009 12:00:00 AM
Alb	AEG3	Achillea	Achillea millefolium agg.	270	2	7/31/2009 12:00:00 AM
Alb	AEG3	Achillea	Achillea millefolium agg.	410	3	8/6/2009 12:00:00 AM
Alb	AEG3	Achillea	Achillea millefolium agg.	595	4	8/12/2009 12:00:00 AM
Alb	AEG3	Bellis	Bellis perennis	5	4	8/12/2009 12:00:00 AM
Alb	AEG3	Campanula	Campanula rotundifolia	10	2	7/31/2009 12:00:00 AM
Alb	AEG3	Campanula	Campanula rotundifolia	15	3	8/6/2009 12:00:00 AM
Alb	AEG3	Campanula	Campanula rotundifolia	50	4	8/12/2009 12:00:00 AM
Alb	AEG3	Galium	Galium mollugo agg.	235	1	7/28/2009 12:00:00 AM
Alb	AEG3	Galium	Galium mollugo agg.	440	2	7/31/2009 12:00:00 AM
Alb	AEG3	Galium	Galium mollugo agg.	540	3	8/6/2009 12:00:00 AM
Alb	AEG3	Galium	Galium mollugo agg.	700	4	8/12/2009 12:00:00 AM
Alb	AEG3	Geranium	Geranium pratense	20	1	7/28/2009 12:00:00 AM
Alb	AEG3	Geranium	Geranium pratense	20	2	7/31/2009 12:00:00 AM
Alb	AEG3	Geranium	Geranium pyrenaicum	50	2	7/31/2009 12:00:00 AM
Alb	AEG3	Geranium	Geranium pyrenaicum	5	3	8/6/2009 12:00:00 AM
Alb	AEG3	Geranium	Geranium sylvaticum	20	3	8/6/2009 12:00:00 AM
Alb	AEG3	Geranium	Geranium sylvaticum	5	4	8/12/2009 12:00:00 AM
Alb	AEG3	Heracleum	Heracleum sphondylium	170	1	7/28/2009 12:00:00 AM
Alb	AEG3	Heracleum	Heracleum sphondylium	125	2	7/31/2009 12:00:00 AM
Alb	AEG3	Heracleum	Heracleum sphondylium	65	3	8/6/2009 12:00:00 AM
Alb	AEG3	Heracleum	Heracleum sphondylium	40	4	8/12/2009 12:00:00 AM
Alb	AEG3	Lathyrus	Lathyrus pratensis	90	3	8/6/2009 12:00:00 AM
Alb	AEG3	Lathyrus	Lathyrus pratensis	55	4	8/12/2009 12:00:00 AM
Alb	AEG3	Lotus	Lotus corniculatus	210	1	7/28/2009 12:00:00 AM
Alb	AEG3	Lotus	Lotus corniculatus	155	2	7/31/2009 12:00:00 AM
Alb	AEG3	Lotus	Lotus corniculatus	25	3	8/6/2009 12:00:00 AM
Alb	AEG3	Lotus	Lotus corniculatus	75	4	8/12/2009 12:00:00 AM
Alb	AEG3	Plantago	Plantago major	150	1	7/28/2009 12:00:00 AM
Alb	AEG3	Plantago	Plantago major	190	2	7/31/2009 12:00:00 AM
Alb	AEG3	Plantago	Plantago major	135	3	8/6/2009 12:00:00 AM
Alb	AEG3	Plantago	Plantago major	130	4	8/12/2009 12:00:00 AM
Alb	AEG3	Plantago	Plantago media	900	1	7/28/2009 12:00:00 AM
Alb	AEG3	Plantago	Plantago media	820	2	7/31/2009 12:00:00 AM
Alb	AEG3	Plantago	Plantago media	380	3	8/6/2009 12:00:00 AM
Alb	AEG3	Plantago	Plantago media	235	4	8/12/2009 12:00:00 AM
Alb	AEG3	Ranunculus	Ranunculus acris	15	1	7/28/2009 12:00:00 AM
Alb	AEG3	Ranunculus	Ranunculus acris	20	4	8/12/2009 12:00:00 AM
Alb	AEG3	Ranunculus	Ranunculus nemorosus	10	2	7/31/2009 12:00:00 AM
Alb	AEG3	Ranunculus	Ranunculus nemorosus	10	3	8/6/2009 12:00:00 AM
Alb	AEG3	Trifolium	Trifolium pratense	785	1	7/28/2009 12:00:00 AM
Alb	AEG3	Trifolium	Trifolium pratense	915	2	7/31/2009 12:00:00 AM
Alb	AEG3	Trifolium	Trifolium pratense	830	3	8/6/2009 12:00:00 AM
Alb	AEG3	Trifolium	Trifolium pratense	780	4	8/12/2009 12:00:00 AM
Alb	AEG3	Trifolium	Trifolium repens	1090	1	7/28/2009 12:00:00 AM
Alb	AEG3	Trifolium	Trifolium repens	1100	2	7/31/2009 12:00:00 AM
Alb	AEG3	Trifolium	Trifolium repens	680	3	8/6/2009 12:00:00 AM
Alb	AEG3	Trifolium	Trifolium repens	200	4	8/12/2009 12:00:00 AM
Alb	AEG3	Vicia	Vicia sativa	25	1	7/28/2009 12:00:00 AM
Alb	AEG3	Vicia	Vicia sativa	35	2	7/31/2009 12:00:00 AM
Alb	AEG3	Vicia	Vicia sativa	35	3	8/6/2009 12:00:00 AM
Alb	AEG3	Vicia	Vicia sativa	95	4	8/12/2009 12:00:00 AM
Alb	AEG30	Campanula	Campanula rotundifolia	20	2	7/31/2009 12:00:00 AM
Alb	AEG30	Campanula	Campanula rotundifolia	10	3	8/6/2009 12:00:00 AM
Alb	AEG30	Campanula	Campanula rotundifolia	10	4	8/12/2009 12:00:00 AM
Alb	AEG30	Colchicum	Colchicum autumnale	30	4	8/12/2009 12:00:00 AM
Alb	AEG30	Euphrasia	Euphrasia officinalis ssp. Rostkoviana	10	1	7/27/2009 12:00:00 AM
Alb	AEG30	Galium	Galium mollugo agg.	90	1	7/27/2009 12:00:00 AM
Alb	AEG30	Galium	Galium mollugo agg.	120	2	7/31/2009 12:00:00 AM
Alb	AEG30	Galium	Galium mollugo agg.	80	3	8/6/2009 12:00:00 AM
Alb	AEG30	Galium	Galium mollugo agg.	20	4	8/12/2009 12:00:00 AM
Alb	AEG30	Geranium	Geranium sylvaticum	5	4	8/12/2009 12:00:00 AM
Alb	AEG30	Heracleum	Heracleum sphondylium	45	1	7/27/2009 12:00:00 AM
Alb	AEG30	Heracleum	Heracleum sphondylium	80	2	7/31/2009 12:00:00 AM
Alb	AEG30	Heracleum	Heracleum sphondylium	15	4	8/12/2009 12:00:00 AM
Alb	AEG30	Knautia	Knautia arvensis	5	2	7/31/2009 12:00:00 AM
Alb	AEG30	Knautia	Knautia arvensis	5	4	8/12/2009 12:00:00 AM
Alb	AEG30	Lathyrus	Lathyrus pratensis	15	2	7/31/2009 12:00:00 AM
Alb	AEG30	Lathyrus	Lathyrus pratensis	5	3	8/6/2009 12:00:00 AM
Alb	AEG30	Lathyrus	Lathyrus pratensis	5	4	8/12/2009 12:00:00 AM
Alb	AEG30	Lotus	Lotus corniculatus	15	1	7/27/2009 12:00:00 AM
Alb	AEG30	Pimpinella	Pimpinella saxifraga	45	1	7/27/2009 12:00:00 AM
Alb	AEG30	Pimpinella	Pimpinella saxifraga	10	2	7/31/2009 12:00:00 AM
Alb	AEG30	Pimpinella	Pimpinella saxifraga	20	3	8/6/2009 12:00:00 AM
Alb	AEG30	Plantago	Plantago major	10	1	7/27/2009 12:00:00 AM
Alb	AEG30	Plantago	Plantago major	10	2	7/31/2009 12:00:00 AM
Alb	AEG30	Plantago	Plantago major	40	4	8/12/2009 12:00:00 AM
Alb	AEG30	Plantago	Plantago media	10	2	7/31/2009 12:00:00 AM
Alb	AEG30	Plantago	Plantago media	15	4	8/12/2009 12:00:00 AM
Alb	AEG30	Ranunculus	Ranunculus acris	25	1	7/27/2009 12:00:00 AM
Alb	AEG30	Ranunculus	Ranunculus acris	20	2	7/31/2009 12:00:00 AM
Alb	AEG30	Ranunculus	Ranunculus acris	10	4	8/12/2009 12:00:00 AM
Alb	AEG30	Ranunculus	Ranunculus repens	15	3	8/6/2009 12:00:00 AM
Alb	AEG30	Scabiosa	Scabiosa columbaria	2	1	7/27/2009 12:00:00 AM
Alb	AEG30	Trifolium	Trifolium pratense	160	1	7/27/2009 12:00:00 AM
Alb	AEG30	Trifolium	Trifolium pratense	135	2	7/31/2009 12:00:00 AM
Alb	AEG30	Trifolium	Trifolium pratense	85	3	8/6/2009 12:00:00 AM
Alb	AEG30	Trifolium	Trifolium pratense	155	4	8/12/2009 12:00:00 AM
Alb	AEG30	Trifolium	Trifolium repens	90	1	7/27/2009 12:00:00 AM
Alb	AEG30	Trifolium	Trifolium repens	60	2	7/31/2009 12:00:00 AM
Alb	AEG30	Trifolium	Trifolium repens	30	3	8/6/2009 12:00:00 AM
Alb	AEG30	Trifolium	Trifolium repens	30	4	8/12/2009 12:00:00 AM
Alb	AEG32	Achillea	Achillea millefolium agg.	55	1	7/28/2009 12:00:00 AM
Alb	AEG32	Achillea	Achillea millefolium agg.	140	2	7/31/2009 12:00:00 AM
Alb	AEG32	Achillea	Achillea millefolium agg.	270	3	8/6/2009 12:00:00 AM
Alb	AEG32	Achillea	Achillea millefolium agg.	80	4	8/14/2009 12:00:00 AM
Alb	AEG32	Agrimonia	Agrimonia eupatoria	170	1	7/28/2009 12:00:00 AM
Alb	AEG32	Agrimonia	Agrimonia eupatoria	150	2	7/31/2009 12:00:00 AM
Alb	AEG32	Agrimonia	Agrimonia eupatoria	200	3	8/6/2009 12:00:00 AM
Alb	AEG32	Agrimonia	Agrimonia eupatoria	110	4	8/14/2009 12:00:00 AM
Alb	AEG32	Carduus	Carduus nutans	10	1	7/28/2009 12:00:00 AM
Alb	AEG32	Carduus	Carduus nutans	10	2	7/31/2009 12:00:00 AM
Alb	AEG32	Carduus	Carduus nutans	30	3	8/6/2009 12:00:00 AM
Alb	AEG32	Carduus	Carduus nutans	20	4	8/14/2009 12:00:00 AM
Alb	AEG32	Cirsium	Cirsium arvense	70	1	7/28/2009 12:00:00 AM
Alb	AEG32	Cirsium	Cirsium arvense	135	2	7/31/2009 12:00:00 AM
Alb	AEG32	Cirsium	Cirsium arvense	180	3	8/6/2009 12:00:00 AM
Alb	AEG32	Cirsium	Cirsium arvense	75	4	8/14/2009 12:00:00 AM
Alb	AEG32	Convolvulus	Convolvulus arvensis	20	1	7/28/2009 12:00:00 AM
Alb	AEG32	Convolvulus	Convolvulus arvensis	30	2	7/31/2009 12:00:00 AM
Alb	AEG32	Daucus	Daucus carota	60	1	7/28/2009 12:00:00 AM
Alb	AEG32	Daucus	Daucus carota	150	2	7/31/2009 12:00:00 AM
Alb	AEG32	Daucus	Daucus carota	270	3	8/6/2009 12:00:00 AM
Alb	AEG32	Daucus	Daucus carota	100	4	8/14/2009 12:00:00 AM
Alb	AEG32	Galium	Galium mollugo agg.	180	1	7/28/2009 12:00:00 AM
Alb	AEG32	Galium	Galium mollugo agg.	130	2	7/31/2009 12:00:00 AM
Alb	AEG32	Galium	Galium mollugo agg.	30	3	8/6/2009 12:00:00 AM
Alb	AEG32	Galium	Galium verum	180	1	7/28/2009 12:00:00 AM
Alb	AEG32	Galium	Galium verum	280	2	7/31/2009 12:00:00 AM
Alb	AEG32	Galium	Galium verum	120	3	8/6/2009 12:00:00 AM
Alb	AEG32	Hypericum	Hypericum perforatum	10	1	7/28/2009 12:00:00 AM
Alb	AEG32	Hypericum	Hypericum perforatum	55	2	7/31/2009 12:00:00 AM
Alb	AEG32	Hypericum	Hypericum perforatum	70	3	8/6/2009 12:00:00 AM
Alb	AEG32	Hypericum	Hypericum perforatum	20	4	8/14/2009 12:00:00 AM
Alb	AEG32	Lathyrus	Lathyrus pratensis	90	1	7/28/2009 12:00:00 AM
Alb	AEG32	Lathyrus	Lathyrus pratensis	125	2	7/31/2009 12:00:00 AM
Alb	AEG32	Lathyrus	Lathyrus pratensis	200	3	8/6/2009 12:00:00 AM
Alb	AEG32	Lathyrus	Lathyrus pratensis	50	4	8/14/2009 12:00:00 AM
Alb	AEG32	Lotus	Lotus corniculatus	300	1	7/28/2009 12:00:00 AM
Alb	AEG32	Lotus	Lotus corniculatus	300	2	7/31/2009 12:00:00 AM
Alb	AEG32	Lotus	Lotus corniculatus	260	3	8/6/2009 12:00:00 AM
Alb	AEG32	Lotus	Lotus corniculatus	30	4	8/14/2009 12:00:00 AM
Alb	AEG32	Lychnis	Lychnis flos-cuculi	5	3	8/6/2009 12:00:00 AM
Alb	AEG32	Medicago	Medicago x varia	50	2	7/31/2009 12:00:00 AM
Alb	AEG32	Medicago	Medicago x varia	60	3	8/6/2009 12:00:00 AM
Alb	AEG32	Medicago	Medicago x varia	20	4	8/14/2009 12:00:00 AM
Alb	AEG32	Achemilla		20	2	7/31/2009 12:00:00 AM
Alb	AEG32	Achemilla		50	3	8/6/2009 12:00:00 AM
Alb	AEG32	Origanum	Origanum vulgare	40	1	7/28/2009 12:00:00 AM
Alb	AEG32	Origanum	Origanum vulgare	50	2	7/31/2009 12:00:00 AM
Alb	AEG32	Origanum	Origanum vulgare	55	3	8/6/2009 12:00:00 AM
Alb	AEG32	Origanum	Origanum vulgare	40	4	8/14/2009 12:00:00 AM
Alb	AEG32	Pimpinella	Pimpinella saxifraga	670	1	7/28/2009 12:00:00 AM
Alb	AEG32	Pimpinella	Pimpinella saxifraga	810	2	7/31/2009 12:00:00 AM
Alb	AEG32	Pimpinella	Pimpinella saxifraga	860	3	8/6/2009 12:00:00 AM
Alb	AEG32	Pimpinella	Pimpinella saxifraga	380	4	8/14/2009 12:00:00 AM
Alb	AEG32	Prunella	Prunella vulgaris	35	1	7/28/2009 12:00:00 AM
Alb	AEG32	Prunella	Prunella vulgaris	40	2	7/31/2009 12:00:00 AM
Alb	AEG32	Prunella	Prunella vulgaris	15	3	8/6/2009 12:00:00 AM
Alb	AEG32	Prunella	Prunella vulgaris	20	4	8/14/2009 12:00:00 AM
Alb	AEG32	Ranunculus	Ranunculus acris	35	3	8/6/2009 12:00:00 AM
Alb	AEG32	Ranunculus	Ranunculus nemorosus	45	1	7/28/2009 12:00:00 AM
Alb	AEG32	Ranunculus	Ranunculus nemorosus	55	2	7/31/2009 12:00:00 AM
Alb	AEG32	Ranunculus	Ranunculus nemorosus	10	4	8/14/2009 12:00:00 AM
Alb	AEG32	Stachys	Stachys recta	170	1	7/28/2009 12:00:00 AM
Alb	AEG32	Stachys	Stachys recta	125	2	7/31/2009 12:00:00 AM
Alb	AEG32	Stachys	Stachys recta	210	3	8/6/2009 12:00:00 AM
Alb	AEG32	Stachys	Stachys recta	100	4	8/14/2009 12:00:00 AM
Alb	AEG32	Thymus	Thymus pulegioides	20	3	8/6/2009 12:00:00 AM
Alb	AEG32	Trifolium	Trifolium campestre	10	4	8/14/2009 12:00:00 AM
Alb	AEG32	Trifolium	Trifolium dubium	50	1	7/28/2009 12:00:00 AM
Alb	AEG32	Trifolium	Trifolium dubium	30	2	7/31/2009 12:00:00 AM
Alb	AEG32	Trifolium	Trifolium pratense	140	1	7/28/2009 12:00:00 AM
Alb	AEG32	Trifolium	Trifolium pratense	110	2	7/31/2009 12:00:00 AM
Alb	AEG32	Trifolium	Trifolium pratense	50	3	8/6/2009 12:00:00 AM
Alb	AEG32	Trifolium	Trifolium repens	50	2	7/31/2009 12:00:00 AM
Alb	AEG32	Trifolium	Trifolium repens	20	3	8/6/2009 12:00:00 AM
Alb	AEG32	Trifolium	Trifolium repens	50	1	7/28/2009 12:00:00 AM
Alb	AEG32	Vicia	Vicia cracca	170	1	7/28/2009 12:00:00 AM
Alb	AEG35	Galium	Galium mollugo agg.	80	1	7/27/2009 12:00:00 AM
Alb	AEG35	Galium	Galium mollugo agg.	190	2	7/30/2009 12:00:00 AM
Alb	AEG35	Galium	Galium mollugo agg.	170	3	8/5/2009 12:00:00 AM
Alb	AEG35	Galium	Galium mollugo agg.	160	4	8/8/2009 12:00:00 AM
Alb	AEG35	Plantago	Plantago major	190	1	7/27/2009 12:00:00 AM
Alb	AEG35	Plantago	Plantago major	430	2	7/30/2009 12:00:00 AM
Alb	AEG35	Plantago	Plantago major	745	3	8/5/2009 12:00:00 AM
Alb	AEG35	Plantago	Plantago major	840	4	8/8/2009 12:00:00 AM
Alb	AEG35	Plantago	Plantago media	60	1	7/27/2009 12:00:00 AM
Alb	AEG35	Plantago	Plantago media	5	3	8/5/2009 12:00:00 AM
Alb	AEG35	Ranunculus	Ranunculus nemorosus	10	4	8/8/2009 12:00:00 AM
Alb	AEG35	Trifolium	Trifolium campestre	15	4	8/8/2009 12:00:00 AM
Alb	AEG35	Trifolium	Trifolium pratense	160	1	7/27/2009 12:00:00 AM
Alb	AEG35	Trifolium	Trifolium pratense	155	2	7/30/2009 12:00:00 AM
Alb	AEG35	Trifolium	Trifolium pratense	215	3	8/5/2009 12:00:00 AM
Alb	AEG35	Trifolium	Trifolium pratense	310	4	8/8/2009 12:00:00 AM
Alb	AEG35	Trifolium	Trifolium repens	30	1	7/27/2009 12:00:00 AM
Alb	AEG35	Trifolium	Trifolium repens	10	2	7/30/2009 12:00:00 AM
Alb	AEG35	Trifolium	Trifolium repens	30	3	8/5/2009 12:00:00 AM
Alb	AEG35	Trifolium	Trifolium repens	5	4	8/8/2009 12:00:00 AM
Alb	AEG4	Anthriscus	Anthriscus sylvestris	15	1	7/25/2009 12:00:00 AM
Alb	AEG4	Galium	Galium mollugo agg.	235	1	7/25/2009 12:00:00 AM
Alb	AEG4	Galium	Galium mollugo agg.	210	2	7/29/2009 12:00:00 AM
Alb	AEG4	Galium	Galium mollugo agg.	290	3	8/7/2009 12:00:00 AM
Alb	AEG4	Galium	Galium mollugo agg.	130	4	8/12/2009 12:00:00 AM
Alb	AEG4	Lamium	Lamium album	55	1	7/25/2009 12:00:00 AM
Alb	AEG4	Lamium	Lamium album	15	3	8/7/2009 12:00:00 AM
Alb	AEG4	Lathyrus	Lathyrus pratensis	4	1	7/25/2009 12:00:00 AM
Alb	AEG4	Leontodon	Leontodon hispidus	10	1	7/25/2009 12:00:00 AM
Alb	AEG4	Polygonum	Polygonum bistorta	15	3	8/7/2009 12:00:00 AM
Alb	AEG4	Polygonum	Polygonum bistorta	55	4	8/12/2009 12:00:00 AM
Alb	AEG4	Ranunculus	Ranunculus acris	71	1	7/25/2009 12:00:00 AM
Alb	AEG4	Ranunculus	Ranunculus nemorosus	50	2	7/29/2009 12:00:00 AM
Alb	AEG4	Ranunculus	Ranunculus nemorosus	10	3	8/7/2009 12:00:00 AM
Alb	AEG4	Rumex	Rumex acetosa	70	2	7/29/2009 12:00:00 AM
Alb	AEG4	Rumex	Rumex acetosa	40	3	8/7/2009 12:00:00 AM
Alb	AEG4	Rumex	Rumex acetosa	20	4	8/12/2009 12:00:00 AM
Alb	AEG4	Rumex	Rumex obtusifolius	110	2	7/29/2009 12:00:00 AM
Alb	AEG4	Rumex	Rumex obtusifolius	100	3	8/7/2009 12:00:00 AM
Alb	AEG4	Rumex	Rumex obtusifolius	50	4	8/12/2009 12:00:00 AM
Alb	AEG4	Trifolium	Trifolium pratense	115	1	7/25/2009 12:00:00 AM
Alb	AEG4	Trifolium	Trifolium pratense	110	2	7/29/2009 12:00:00 AM
Alb	AEG4	Trifolium	Trifolium pratense	100	3	8/7/2009 12:00:00 AM
Alb	AEG4	Trifolium	Trifolium pratense	90	4	8/12/2009 12:00:00 AM
Alb	AEG4	Trifolium	Trifolium repens	3	1	7/25/2009 12:00:00 AM
Alb	AEG4	Vicia	Vicia sativa	5	1	7/25/2009 12:00:00 AM
Alb	AEG42	Achillea	Achillea millefolium agg.	10	2	7/30/2009 12:00:00 AM
Alb	AEG42	Galium	Galium mollugo agg.	150	1	7/26/2009 12:00:00 AM
Alb	AEG42	Galium	Galium mollugo agg.	480	2	7/30/2009 12:00:00 AM
Alb	AEG42	Galium	Galium mollugo agg.	390	3	8/5/2009 12:00:00 AM
Alb	AEG42	Galium	Galium mollugo agg.	480	4	8/7/2009 12:00:00 AM
Alb	AEG42	Geranium	Geranium pratense	3	1	7/26/2009 12:00:00 AM
Alb	AEG42	Geranium	Geranium sylvaticum	20	2	7/30/2009 12:00:00 AM
Alb	AEG42	Geranium	Geranium sylvaticum	20	3	8/5/2009 12:00:00 AM
Alb	AEG42	Geranium	Geranium sylvaticum	10	4	8/7/2009 12:00:00 AM
Alb	AEG42	Heracleum	Heracleum sphondylium	660	1	7/26/2009 12:00:00 AM
Alb	AEG42	Heracleum	Heracleum sphondylium	660	2	7/30/2009 12:00:00 AM
Alb	AEG42	Heracleum	Heracleum sphondylium	270	3	8/5/2009 12:00:00 AM
Alb	AEG42	Heracleum	Heracleum sphondylium	255	4	8/7/2009 12:00:00 AM
Alb	AEG42	Lathyrus	Lathyrus pratensis	15	1	7/26/2009 12:00:00 AM
Alb	AEG42	Lathyrus	Lathyrus pratensis	30	2	7/30/2009 12:00:00 AM
Alb	AEG42	Pimpinella	Pimpinella saxifraga	50	1	7/26/2009 12:00:00 AM
Alb	AEG42	Pimpinella	Pimpinella saxifraga	40	4	8/7/2009 12:00:00 AM
Alb	AEG42	Plantago	Plantago major	125	2	7/30/2009 12:00:00 AM
Alb	AEG42	Plantago	Plantago major	15	3	8/5/2009 12:00:00 AM
Alb	AEG42	Plantago	Plantago major	25	4	8/7/2009 12:00:00 AM
Alb	AEG42	Plantago	Plantago media	70	1	7/26/2009 12:00:00 AM
Alb	AEG42	Plantago	Plantago media	30	2	7/30/2009 12:00:00 AM
Alb	AEG42	Ranunculus	Ranunculus acris	425	1	7/26/2009 12:00:00 AM
Alb	AEG42	Ranunculus	Ranunculus acris	320	2	7/30/2009 12:00:00 AM
Alb	AEG42	Ranunculus	Ranunculus acris	65	4	8/7/2009 12:00:00 AM
Alb	AEG42	Ranunculus	Ranunculus nemorosus	85	3	8/5/2009 12:00:00 AM
Alb	AEG42	Rumex	Rumex crausa	50	2	7/30/2009 12:00:00 AM
Alb	AEG42	Trifolium	Trifolium pratense	530	1	7/26/2009 12:00:00 AM
Alb	AEG42	Trifolium	Trifolium pratense	560	2	7/30/2009 12:00:00 AM
Alb	AEG42	Trifolium	Trifolium pratense	145	3	8/5/2009 12:00:00 AM
Alb	AEG42	Trifolium	Trifolium pratense	170	4	8/7/2009 12:00:00 AM
Alb	AEG42	Trifolium	Trifolium repens	210	1	7/26/2009 12:00:00 AM
Alb	AEG42	Trifolium	Trifolium repens	330	2	7/30/2009 12:00:00 AM
